Complaint Year Number;Month Number;Record Create Date;Complaint Precinct Code;County;Law Code Category Description;Offense Description;Bias Motive Description;Offense Category;Arrest Date
2021;11;11.03.2021;28;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;1;01/20/2021;30;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2021;2;02/16/2021;32;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;
2021;6;06.12.2021;40;BRONX;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-WHITE;Race/Color;
2021;10;10.02.2021;47;BRONX;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;4;04/25/2021;50;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2021;7;07.02.2021;60;KINGS;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;5;05/21/2021;18;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;
2021;11;11/15/2021;18;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;5;05.11.2021;19;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2021;5;05/27/2021;19;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2021;2;02.08.2021;20;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;5;05/24/2021;44;BRONX;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2021;7;07/25/2021;62;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-ASIAN;Race/Color;
2021;9;09/14/2021;70;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;12;12/15/2021;73;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2021;6;06/30/2021;81;KINGS;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;4;04/24/2021;94;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;5;05/18/2021;108;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;
2021;5;06.01.2021;110;QUEENS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-CATHOLIC;Religion/Religious Practice;
2021;2;02/22/2021;112;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2021;5;05/24/2021;121;RICHMOND;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;2;02/23/2022;1;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;9;09/16/2020;94;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2020;11;11/19/2020;107;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;9;09/21/2020;112;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;12;12/21/2020;115;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;
2020;6;07.08.2020;122;RICHMOND;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-WHITE;Race/Color;
2021;5;05/15/2021;1;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;
2021;9;09/23/2021;7;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;
2021;9;09/17/2021;10;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-BLACK;Race/Color;
2021;1;04/26/2021;13;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;12;12.09.2021;13;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2021;3;03/25/2021;14;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-ASIAN;Race/Color;
2021;10;10.07.2021;14;NEW YORK;FELONY;ROBBERY;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;6;06/18/2021;18;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;11;11/17/2021;18;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2021;5;05/27/2021;19;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2021;8;08.05.2021;23;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;5;05.08.2021;7;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;10;10.08.2021;14;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;11;11.06.2021;14;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;
2021;6;06/17/2021;18;NEW YORK;FELONY;GRAND LARCENY;ANTI-JEWISH;Religion/Religious Practice;
2021;3;03/30/2021;24;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;6;06.01.2021;32;NEW YORK;FELONY;FELONY ASSAULT;ANTI-TRANSGENDER;Gender;
2021;8;08.12.2021;32;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;4;04/28/2021;46;BRONX;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;
2021;8;08/29/2021;46;BRONX;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;8;08/27/2021;73;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-TRANSGENDER;Gender;
2021;5;05.03.2021;81;KINGS;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;5;05/28/2021;84;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2021;11;11/24/2021;104;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-WHITE;Race/Color;
2021;4;04/26/2021;108;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;
2021;5;05/31/2021;108;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;8;08.07.2021;108;QUEENS;FELONY;FELONY ASSAULT;ANTI-TRANSGENDER;Gender;
2021;3;03/23/2021;110;QUEENS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-ASIAN;Race/Color;
2019;9;09/30/2019;9;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;12;12.11.2019;10;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2019;1;01.03.2019;20;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;1;01/14/2019;33;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2019;11;11.12.2019;44;BRONX;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-TRANSGENDER;Gender;
2019;1;01.10.2019;45;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;6;06/13/2019;46;BRONX;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;5;05/20/2019;62;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;9;09/26/2019;66;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;12;12/30/2019;66;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;
2019;8;08.06.2019;73;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;8;08/20/2019;77;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;5;05/25/2019;78;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;8;08/20/2019;79;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-TRANSGENDER;Gender;
2019;9;10.02.2019;79;KINGS;VIOLATION;HARRASSMENT 2;ANTI-JEWISH;Religion/Religious Practice;
2019;8;08.06.2019;88;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;7;07/31/2019;60;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;3;03/31/2019;61;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;8;08/28/2019;61;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2019;6;06/24/2019;66;KINGS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;1;01.12.2019;71;KINGS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-CATHOLIC;Religion/Religious Practice;
2019;11;11/27/2019;71;KINGS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-OTHER RELIGION;Religion/Religious Practice;
2019;8;08/16/2019;73;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;7;07.06.2019;75;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2019;12;12/22/2019;94;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;8;08/15/2019;108;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;3;03.12.2020;1;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;5;05/20/2020;5;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;4;04/25/2020;19;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;9;09/18/2020;52;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-LGBT (MIXED GROUP);Sexual Orientation;
2020;2;02/26/2020;70;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;11;11.11.2020;70;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2020;2;02.03.2020;34;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;12;12/13/2020;40;BRONX;FELONY;FELONY ASSAULT;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;
2020;9;09/21/2020;66;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;10;10/22/2020;66;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;10;10/18/2020;67;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2020;1;01/29/2020;79;KINGS;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;
2020;2;02.12.2020;88;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;4;04/21/2020;88;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2020;7;07/23/2020;90;KINGS;FELONY;GRAND LARCENY;ANTI-JEWISH;Religion/Religious Practice;
2020;12;01.02.2020;94;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;1;01/13/2020;107;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;1;01/31/2020;107;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;3;03/18/2020;115;QUEENS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;9;09/18/2021;1;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;11;06/19/2021;5;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2021;7;07.08.2021;6;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2020;6;06/25/2020;10;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2020;9;09.02.2020;13;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;
2020;5;05.03.2020;17;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2020;3;03.04.2020;18;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;2;02.10.2020;25;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2020;12;12/18/2020;43;BRONX;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MUSLIM;Religion/Religious Practice;
2020;5;05.08.2020;66;KINGS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-CATHOLIC;Religion/Religious Practice;
2020;7;07/23/2020;79;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2020;7;07/23/2020;79;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2020;12;12/28/2020;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-FEMALE;Gender;
2021;7;07/15/2021;1;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;9;09/19/2021;9;NEW YORK;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;5;05/24/2021;14;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2021;7;07/25/2021;33;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;2;02.10.2021;43;BRONX;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;8;08/19/2021;46;BRONX;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;10;10.09.2021;60;KINGS;FELONY;GRAND LARCENY;ANTI-JEWISH;Religion/Religious Practice;
2020;12;01.09.2020;34;NEW YORK;MISDEMEANOR;PETIT LARCENY;ANTI-CATHOLIC;Religion/Religious Practice;
2020;3;03.06.2020;60;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;10;10/27/2020;61;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;1;02.04.2020;71;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2020;7;07/14/2020;71;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;2;02.07.2020;88;KINGS;FELONY;FELONY ASSAULT;ANTI-WHITE;Race/Color;
2020;2;02.01.2020;107;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;3;03.08.2020;110;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2020;7;07/28/2020;112;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-BLACK;Race/Color;
2021;2;02/19/2021;1;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;
2021;11;11/30/2021;1;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2021;4;04.08.2021;5;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;6;06.03.2021;6;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2021;8;08/31/2021;6;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;2;02.04.2021;7;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-BLACK;Race/Color;
2021;5;05.01.2021;9;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;
2021;9;09/25/2021;13;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2020;3;03.05.2020;106;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-HINDU;Religion/Religious Practice;
2020;7;07.10.2020;110;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-RELIGIOUS PRACTICE GENERALLY;Religion/Religious Practice;
2020;1;01/14/2020;120;RICHMOND;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2021;6;06/25/2021;6;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;9;09/17/2021;6;NEW YORK;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-CATHOLIC;Religion/Religious Practice;
2021;3;03/20/2021;7;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;
2021;5;06.06.2021;13;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2021;9;09/25/2021;13;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;
2021;6;06.03.2021;17;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;
2021;7;07.02.2021;19;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ARAB;Ethnicity/National Origin/Ancestry;
2021;9;09.10.2021;20;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;8;08.12.2021;23;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2021;5;05/16/2021;24;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;4;04/23/2021;25;NEW YORK;FELONY;MURDER & NON-NEGL. MANSLAUGHTE;ANTI-ASIAN;Race/Color;
2021;6;06.03.2021;25;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;
2021;4;04/26/2021;50;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;6;06/28/2020;10;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-CATHOLIC;Religion/Religious Practice;
2020;7;07/17/2020;10;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-CATHOLIC;Religion/Religious Practice;
2020;7;07/17/2020;10;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-CATHOLIC;Religion/Religious Practice;
2020;9;09/29/2020;19;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;6;06.06.2020;20;NEW YORK;FELONY;ROBBERY;ANTI-GENDER NON-CONFORMING;Gender;
2020;8;08/18/2020;75;KINGS;FELONY;GRAND LARCENY;ANTI-JEWISH;Religion/Religious Practice;
2020;1;01/17/2020;79;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2020;2;02/13/2020;111;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;4;04/26/2020;120;RICHMOND;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;3;03.06.2021;1;NEW YORK;FELONY;FELONY ASSAULT;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;
2021;6;06/21/2021;1;NEW YORK;MISDEMEANOR;SEX CRIMES;ANTI-ASIAN;Race/Color;
2021;5;05/21/2021;14;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2021;12;12/14/2021;18;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;5;05/23/2021;26;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;1;02/14/2021;30;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;4;05.01.2021;50;BRONX;FELONY;FELONY ASSAULT;ANTI-JEWISH;Religion/Religious Practice;
2021;5;05/22/2021;26;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;6;06/22/2021;26;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;6;06/30/2021;63;KINGS;VIOLATION;HARRASSMENT 2;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;2;02.03.2021;66;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;6;06.10.2021;71;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2021;12;12.09.2021;75;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;
2021;10;10/16/2021;105;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-BLACK;Race/Color;
2021;9;09.05.2021;120;RICHMOND;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;1;02.03.2022;10;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2022;3;03/18/2022;13;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2022;9;09/28/2022;14;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;2;02/17/2022;19;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;2;02/17/2022;19;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;3;03.01.2022;19;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2022;4;04/22/2022;24;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2022;4;04/29/2022;24;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;9;09/15/2021;75;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MUSLIM;Religion/Religious Practice;
2021;5;05.03.2021;81;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;8;08/20/2021;90;KINGS;FELONY;GRAND LARCENY;ANTI-JEWISH;Religion/Religious Practice;
2021;10;10/30/2021;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;
2021;10;10/30/2021;90;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;11;11/14/2021;102;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;11;11.10.2021;107;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2021;6;06.02.2021;110;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;6;06.03.2021;110;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;6;06.03.2021;110;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
